boundary,external_id
"MULTIPOLYGON (((126.53835978358984 -8.61424134865478, 126.53717927634716 -8.613065869324139, 126.53649296611549 -8.613011172650433, 126.53586197644472 -8.613078134637766, 126.53518572449683 -8.61359526641786, 126.53494466096163 -8.614234387282016, 126.53515990823509 -8.615044889106814, 126.53608158230783 -8.616438815585305, 126.53717156499626 -8.617350417518576, 126.53826724737883 -8.61767991964019, 126.53881676495075 -8.616983788059807, 126.53948664665224 -8.61656411954496, 126.53921976685525 -8.61547649305075, 126.53835978358984 -8.61424134865478)))",1660
"MULTIPOLYGON (((126.5734795859764 -8.625211674203209, 126.5735541844839 -8.625488214356416, 126.5736330055845 -8.626056338408882, 126.57321717688733 -8.626568335373266, 126.57318936150375 -8.626789554184047, 126.57327901768144 -8.6270907857148, 126.57310242903895 -8.627180994006858, 126.57294225356542 -8.627120181489651, 126.57255236790091 -8.626944156655886, 126.57179844468965 -8.626476202486733, 126.5713748886118 -8.626141520751125, 126.57132329153426 -8.625765906205913, 126.57147602120348 -8.625492976175304, 126.57153363937576 -8.625430796614488, 126.57167027710504 -8.6254250190832, 126.57235233600262 -8.62494537360426, 126.57299368081102 -8.624795461398861, 126.57318251612467 -8.625003421618159, 126.5732833241723 -8.625119994039876, 126.5734795859764 -8.625211674203209)))",1329
"MULTIPOLYGON (((127.0275892 -8.445548500000006, 127.02779788523912 -8.445210876070906, 127.02669400000002 -8.444870999999994, 127.02659750000001 -8.444821799999994, 127.0264167 -8.444798900000007, 127.0260671 -8.444789700000001, 127.0261103 -8.445105800000006, 127.0261904 -8.445285699999998, 127.0262058 -8.445293600000001, 127.0264233 -8.445249800000001, 127.026486 -8.445301300000004, 127.0265049 -8.445348100000007, 127.0264511 -8.445479700000007, 127.0264926 -8.445513899999993, 127.0265199 -8.445562600000002, 127.0265632 -8.445558599999996, 127.0265784 -8.445579000000004, 127.02657860000001 -8.445641399999998, 127.0266522 -8.4458715, 127.026657 -8.445933500000006, 127.0267123 -8.446044000000006, 127.02675230000001 -8.446054899999998, 127.0267846 -8.446026699999992, 127.0268967 -8.446031299999998, 127.0269612 -8.446071099999998, 127.0271031 -8.446220699999998, 127.02725330000001 -8.446241599999992, 127.02743890000002 -8.446109499999995, 127.027564 -8.445988000000007, 127.02760340000002 -8.4459213, 127.0276301 -8.44574219999999, 127.02759050000002 -8.445609200000005, 127.0275892 -8.445548500000006)))",1661
"MULTIPOLYGON (((127.02644230000001 -8.4438903, 127.02623860000001 -8.443788099999999, 127.026038 -8.444094599999994, 127.0259609 -8.444430900000006, 127.0260645 -8.4445725, 127.02643129999998 -8.444748199999992, 127.0275413 -8.44508319999999, 127.02754940000001 -8.445087699999998, 127.02762839999998 -8.445114199999995, 127.02763910000002 -8.445115299999992, 127.02768029999999 -8.445133799999994, 127.02779900000002 -8.445167399999995, 127.0278089 -8.445165899999994, 127.0278463 -8.445144599999997, 127.0278547 -8.445083300000004, 127.02787100000002 -8.445038900000002, 127.0278767 -8.445005400000005, 127.02788060000002 -8.444996900000001, 127.0278874 -8.444960299999993, 127.0278868 -8.444939999999997, 127.02790590000001 -8.444882799999998, 127.0279063 -8.444864500000001, 127.02792480000001 -8.444802400000004, 127.0279186 -8.44478849999999, 127.0279235 -8.444780000000003, 127.0279216 -8.444770499999992, 127.0279126 -8.444762700000002, 127.0278991 -8.44475849999999, 127.0278896 -8.444750700000005, 127.0278789 -8.444753799999999, 127.0278541 -8.444747300000005, 127.02784770000001 -8.444740399999999, 127.027837 -8.444735699999994, 127.0278058 -8.444740400000002, 127.0277913 -8.444737399999998, 127.02777500000002 -8.4447227, 127.0277599 -8.444724599999994, 127.02771599999998 -8.444715300000004, 127.0277038 -8.444714399999992, 127.0276953 -8.444709700000004, 127.0276804 -8.444691500000006, 127.0276691 -8.444681600000006, 127.0276586 -8.444682800000004, 127.02764990000001 -8.444687000000004, 127.0276396 -8.444688599999996, 127.0276289 -8.444687299999996, 127.0276084 -8.4446925, 127.0276 -8.444687700000006, 127.02758299999999 -8.444659999999995, 127.0275819 -8.444650100000002, 127.02757770000001 -8.444639699999996, 127.02751340000002 -8.444561500000002, 127.0275094 -8.444553000000008, 127.0275076 -8.444538799999997, 127.0275012 -8.444530100000007, 127.0274968 -8.444517600000001, 127.02749810000002 -8.444507800000002, 127.02748019999999 -8.444476400000001, 127.0274506 -8.444461499999996, 127.0274371 -8.444427599999997, 127.02743 -8.44441919999999, 127.02741880000002 -8.444415700000006, 127.0274119 -8.444409800000004, 127.02740010000001 -8.44439069999999, 127.02738260000001 -8.444372700000004, 127.0273707 -8.444339799999996, 127.02735559999999 -8.444325500000005, 127.0273464 -8.44432629999999, 127.02733580000002 -8.44432199999999, 127.0273319 -8.444296399999988, 127.0273215 -8.444288299999997, 127.02730739999998 -8.444271199999998, 127.0273038 -8.444262800000008, 127.0272571 -8.444207500000006, 127.02724460000002 -8.444203299999993, 127.02719740000002 -8.444141799999995, 127.027126 -8.444072300000007, 127.0271079 -8.444043099999996, 127.02708799999999 -8.444030300000007, 127.02707669999998 -8.444018500000002, 127.02697579999999 -8.444032200000006, 127.0268994 -8.444017300000006, 127.0267848 -8.443972499999994, 127.02670270000002 -8.443939599999995, 127.02668240000001 -8.443920899999995, 127.02664490000001 -8.443907700000006, 127.0266219 -8.443907999999997, 127.02661150000002 -8.443902199999997, 127.02650920000002 -8.443887399999996, 127.02648820000002 -8.443884000000008, 127.02646540000002 -8.443889200000003, 127.02644230000001 -8.4438903)))",1662
"MULTIPOLYGON (((127.04902790000001 -8.479074500000001, 127.0495087 -8.478943599999996, 127.04980470000001 -8.4788391, 127.04974170774223 -8.478561869358836, 127.04968336969613 -8.478208370881681, 127.04968665818204 -8.47769984036257, 127.04912211646939 -8.47766410987443, 127.04884115606548 -8.477705978021335, 127.04868726432323 -8.477782912152088, 127.04869866371153 -8.47796330936384, 127.04874962568285 -8.478307522926377, 127.0489059 -8.478786400000004, 127.04902790000001 -8.479074500000001)))",1663
"MULTIPOLYGON (((127.04770155251026 -8.486754254687892, 127.04850789159536 -8.487556405996385, 127.04866111278533 -8.487714912753633, 127.0489528030157 -8.487474168155124, 127.04919654875994 -8.487191309639202, 127.04942017793654 -8.486905466472393, 127.04952511936428 -8.486715456917798, 127.04912380000002 -8.486355300000001, 127.04858399927616 -8.485969013586269, 127.04804252833128 -8.486372908914255, 127.04770155251026 -8.486754254687892)))",1664
"MULTIPOLYGON (((126.55807502567767 -8.546349291162391, 126.55827384442091 -8.546651004464653, 126.55838716775179 -8.546947081132421, 126.55910801142456 -8.547462645217879, 126.55984528362751 -8.547322730145936, 126.56063754111528 -8.546513409966309, 126.56034283339977 -8.545433208541041, 126.55963338911533 -8.544882496937449, 126.55895881354809 -8.544869234757767, 126.55829295516014 -8.545426909014854, 126.55807502567767 -8.546349291162391)))",1852
"MULTIPOLYGON (((126.54440838351853 -8.64564377099679, 126.54456986488627 -8.645578242325815, 126.54465177572499 -8.64554079737097, 126.54484368111856 -8.64545186560324, 126.54495647399999 -8.645405742, 126.544982658 -8.645372587999995, 126.54495492185804 -8.645347624309672, 126.5447360268734 -8.64525761989999, 126.54452071838303 -8.645224855564503, 126.54441774475724 -8.645217834635483, 126.54418839440885 -8.645309106712892, 126.54427966648626 -8.645440164054843, 126.54433349360886 -8.645531436132261, 126.54440838351853 -8.64564377099679)))",1666
"MULTIPOLYGON (((126.54347714601496 -8.646126500583604, 126.54357028492613 -8.646208437406342, 126.543602585248 -8.64624615977221, 126.54363593849503 -8.646539540184579, 126.54346701563534 -8.646786186482169, 126.54342337453723 -8.64685765207812, 126.54331046015571 -8.647038367223585, 126.54325584307112 -8.647119121227943, 126.54319892770057 -8.647170890923434, 126.542988601256 -8.647510436379312, 126.54273310688095 -8.647764279166967, 126.54230085013725 -8.647386007795474, 126.5423139409498 -8.647146616178485, 126.54247416424985 -8.646590996408563, 126.54247825235133 -8.646538092894522, 126.54250513707069 -8.64647727982164, 126.54252904339558 -8.646381989684471, 126.54266223593328 -8.646101258597362, 126.54280479543208 -8.646173480501563, 126.54303334311425 -8.646133034444581, 126.54332276779921 -8.646104194776937, 126.54347714601496 -8.646126500583604)))",1667
"MULTIPOLYGON (((126.51027637374384 -8.652269186026487, 126.51046776027216 -8.652380741712433, 126.51068393637519 -8.65255539190702, 126.51070812430666 -8.652522118687749, 126.51079023248923 -8.652485231752928, 126.51087101286684 -8.652310649708609, 126.51088359021283 -8.652154483793337, 126.5109685678727 -8.65199380066663, 126.51100832113133 -8.65183641652202, 126.51098615337138 -8.65168683617688, 126.51090677671272 -8.651652619161974, 126.51089980036784 -8.65161388499274, 126.5108237138607 -8.651469436613485, 126.51080312836847 -8.651421409786606, 126.51074348550307 -8.651413271535395, 126.51075624295143 -8.651400616130235, 126.51051027782667 -8.651334946973043, 126.5103725924898 -8.651376790769604, 126.5103108373602 -8.651413897173052, 126.51025566859406 -8.651503123803375, 126.51029541258704 -8.651586428679733, 126.51026612891094 -8.651633884219446, 126.51023003581389 -8.651649326434177, 126.51017200990219 -8.651690543503502, 126.51017731341742 -8.65169966436898, 126.51009098262537 -8.651736993264336, 126.5100017900936 -8.651789834837622, 126.50989048191258 -8.651848306083252, 126.50984942898758 -8.651917040245394, 126.50988863774104 -8.651959372736632, 126.50996352157384 -8.651984094561687, 126.51000325093882 -8.652011692258908, 126.50999704256239 -8.652023060890137, 126.51004875443707 -8.652030815804082, 126.51016531303412 -8.652126092167158, 126.51014259614952 -8.652166021704831, 126.51021110327453 -8.6522002596607, 126.51024151959969 -8.652229016807096, 126.51027637374384 -8.652269186026487)))",1668
"MULTIPOLYGON (((126.58128049663291 -8.596543977195266, 126.58086075796389 -8.596383049847251, 126.58092072063093 -8.596010375726383, 126.58106634425077 -8.595612291601599, 126.58130619491878 -8.595053279146152, 126.5815717438726 -8.595053279146141, 126.58184585892172 -8.595205737170302, 126.58224846540013 -8.59556147232153, 126.58172593358775 -8.596721844184628, 126.58128049663291 -8.5965524470538, 126.58128049663291 -8.596543977195266)))",1670
"MULTIPOLYGON (((126.56770284873406 -8.588993598070088, 126.56806207660985 -8.587417539019823, 126.56689269240972 -8.587274239191911, 126.56680428555872 -8.588205513888527, 126.56685804001403 -8.588767152335167, 126.56692490752755 -8.589350699060338, 126.56698917670299 -8.589725080632318, 126.5674096555907 -8.589880196006275, 126.56796532744482 -8.589572350228188, 126.56790166434473 -8.589222145671041, 126.56768861054351 -8.588979562580567, 126.56770284873406 -8.588993598070088)))",1671
"MULTIPOLYGON (((126.57813307040014 -8.582581358024688, 126.57815858219418 -8.5825194090549, 126.57801264816625 -8.582436868839688, 126.57783126171063 -8.582364714676517, 126.57757531055742 -8.582420631301456, 126.57736694345664 -8.582602954107376, 126.57707417396522 -8.582880559019857, 126.57703591156549 -8.583387606638038, 126.57722292286483 -8.583588852652348, 126.5774552400134 -8.583490832489895, 126.57761552620134 -8.58344659926446, 126.57782157987194 -8.583481565562224, 126.57797661563735 -8.583346263034901, 126.57797164674128 -8.583246939988488, 126.57812568627631 -8.582951951813074, 126.57813307040014 -8.582581358024688)))",1672
"MULTIPOLYGON (((126.57843884912774 -8.584536525937962, 126.57843935604068 -8.584389986130466, 126.57842289105874 -8.584302095131061, 126.57827217165642 -8.584243775389032, 126.57820420340929 -8.584305164682725, 126.57812392058699 -8.584433572485105, 126.5780504230652 -8.58446080991766, 126.57796346169712 -8.58451393699982, 126.57792185135781 -8.584642879145978, 126.57823532734518 -8.584704222786812, 126.57830215608175 -8.584681484740791, 126.57843884912774 -8.584536525937962)))",1673
"MULTIPOLYGON (((126.57853387426292 -8.585311429471053, 126.5785238409664 -8.585290712939354, 126.57856000638871 -8.585155617236424, 126.57854843427715 -8.585025721345183, 126.57850963609768 -8.584965043663614, 126.57837769251977 -8.584908402259373, 126.57830853480763 -8.584922520799344, 126.57826118384759 -8.584968937583591, 126.57824486897265 -8.58501268789137, 126.5782401790532 -8.585107063248323, 126.57829766544218 -8.585207202526114, 126.57838030857431 -8.585272229056601, 126.57846819175087 -8.585301535193107, 126.57851749231499 -8.585293150044139, 126.578527542897 -8.585314836604484, 126.57828387257395 -8.585445964281448, 126.57782888885252 -8.585412422631311, 126.57762756131503 -8.584805765176856, 126.57858099828266 -8.584852901427244, 126.57881147749191 -8.58474243115523, 126.57879414626058 -8.585171367841872, 126.57853387426292 -8.585311429471053)))",1674
"MULTIPOLYGON (((126.56736895946352 -8.60738556595141, 126.56750505760947 -8.607479765028435, 126.56765519756891 -8.607381580291204, 126.56778061062188 -8.607177683244053, 126.5676790800263 -8.607022766550864, 126.5675275591418 -8.60690922017965, 126.56743510725698 -8.606806100218371, 126.5672623832491 -8.606792077211061, 126.56710415196903 -8.606654806798824, 126.56697369228208 -8.606755026857037, 126.56691890899853 -8.6067316094026, 126.56681007516714 -8.606797121738868, 126.56666797117916 -8.60678722472533, 126.5664825027515 -8.606829458927427, 126.5665257816296 -8.607099259556465, 126.56670873981615 -8.607342242075513, 126.56710200708063 -8.607331092166932, 126.56738421310921 -8.607378986863736, 126.56736895946352 -8.60738556595141)))",1675
"MULTIPOLYGON (((126.99231594 -8.486564839999996, 126.99232028 -8.486556039999993, 126.99232048 -8.486534989999997, 126.99232068999999 -8.486508489999997, 126.99231664999999 -8.486491999999991, 126.99232012000002 -8.486464279999993, 126.99231787 -8.48644664999999, 126.99231048000001 -8.486430239999995, 126.99229988000002 -8.486420739999993, 126.99228756000001 -8.486399240000003, 126.99228488 -8.486375909999998, 126.99227497 -8.48632445, 126.99227503000002 -8.486315500000007, 126.99227165999999 -8.486292070000003, 126.9922763 -8.486277489999996, 126.99227491 -8.486270480000004, 126.99226191 -8.486245989999993, 126.99226817000002 -8.486219970000002, 126.99226234999999 -8.48620927, 126.99224928000001 -8.486196610000004, 126.99224655 -8.486180809999995, 126.99225082000001 -8.486161720000002, 126.99226489 -8.486148970000002, 126.99227154 -8.486134739999995, 126.99226955000002 -8.48612457, 126.9922608 -8.486118049999998, 126.99225246 -8.486116059999993, 126.99222003 -8.486103010000004, 126.99219368 -8.486104269999998, 126.99218524999999 -8.486107749999993, 126.99217720999998 -8.486107830000005, 126.99216034 -8.486115949999995, 126.99215096000002 -8.486117449999997, 126.99214059999998 -8.486114740000007, 126.99211862 -8.486115819999991, 126.99209784 -8.486114770000006, 126.99207646000002 -8.486114509999998, 126.99205609 -8.486108080000006, 126.99202980000001 -8.48610357, 126.99200244 -8.486106399999997, 126.99198309999998 -8.486104520000001, 126.99197489 -8.4861071, 126.99194114000001 -8.48611022, 126.99192211 -8.486107639999997, 126.99191318999999 -8.486110619999996, 126.99189341 -8.486106210000004, 126.99188302999998 -8.48610598, 126.99186268 -8.486102060000006, 126.99183468000001 -8.486109680000004, 126.99181402 -8.48610480999999, 126.99179374000002 -8.486102880000006, 126.99178328000002 -8.486106649999998, 126.99176277000001 -8.486109050000003, 126.99174180000001 -8.48610788999999, 126.99172441 -8.486111369999993, 126.99170453 -8.486110629999997, 126.99167795000001 -8.486103310000003, 126.99164937 -8.486099139999999, 126.9916307 -8.486098689999997, 126.99161893999998 -8.486095500000005, 126.99161134999999 -8.486097530000002, 126.99159260000002 -8.486098159999992, 126.99156762999999 -8.486102190000004, 126.99154808000002 -8.486103550000005, 126.99152957000001 -8.486111970000005, 126.99150948 -8.48610967, 126.9914881 -8.486106329999998, 126.99146805 -8.486099410000003, 126.99144680000002 -8.48609854999999, 126.99142768 -8.486095959999997, 126.99140937 -8.486098250000005, 126.99137351 -8.486090139999998, 126.99136677 -8.486093269999992, 126.99134133999999 -8.486095720000003, 126.99132484999998 -8.486092489999999, 126.99129665000001 -8.486084439999999, 126.99127186999999 -8.486086099999996, 126.99126334999998 -8.486089300000005, 126.99123343000001 -8.486085499999996, 126.99122594 -8.486088770000011, 126.99120822000002 -8.486092170000004, 126.99119927000001 -8.486090350000005, 126.99118193 -8.486090419999998, 126.99114157 -8.486086760000006, 126.99112258 -8.486081379999991, 126.99111319 -8.486083589999993, 126.99108848000002 -8.48608522, 126.99107265000002 -8.486084260000009, 126.99103298000001 -8.486076610000008, 126.99102204000002 -8.486078250000007, 126.99099561000001 -8.486070139999999, 126.99098326 -8.486075239999998, 126.99097554 -8.48608882, 126.99096754999998 -8.486097439999998, 126.99095892000001 -8.486099159999995, 126.99094366000001 -8.486105129999993, 126.99093623 -8.486092620000006, 126.99092787 -8.48609488, 126.99090722 -8.486079240000006, 126.99090068000001 -8.486078960000007, 126.99088164999999 -8.486082770000001, 126.99086305999998 -8.48609472000001, 126.99085565 -8.486095669999994, 126.99083666 -8.486090140000007, 126.99081365 -8.486080230000004, 126.99079775 -8.486066049999991, 126.99078027 -8.486055839999993, 126.99077354 -8.486056080000004, 126.99076859000002 -8.486061309999991, 126.99076575 -8.486078050000003, 126.99076844 -8.486111750000003, 126.99076307999998 -8.486125930000004, 126.99076393 -8.48614073999999, 126.99076035000002 -8.48618486, 126.99076788 -8.486218280000005, 126.99076451000002 -8.486239199999995, 126.99076825999998 -8.486255820000004, 126.99076233 -8.48628032, 126.99075398000001 -8.486298099999992, 126.99075787999999 -8.486316319999991, 126.99075483000001 -8.48632889999999, 126.99075605 -8.486348199999998, 126.99075084000002 -8.486360480000004, 126.99075556000001 -8.48637340999999, 126.99077090000002 -8.486380680000002, 126.99077361 -8.48638797, 126.99077179 -8.486402529999994, 126.99077201000001 -8.486429469999996, 126.99076965000002 -8.48644836999999, 126.99077253000002 -8.486472730000004, 126.99076550999999 -8.486494909999992, 126.99076876 -8.486511240000004, 126.99076349999999 -8.48652797, 126.99076015000001 -8.486567060000002, 126.99076404000002 -8.486588109999998, 126.99076795 -8.486603209999997, 126.99076867 -8.486626129999994, 126.99076266 -8.486653969999994, 126.99076414000001 -8.486670629999999, 126.99078679 -8.486689709999997, 126.9908033 -8.48669040000001, 126.99082935 -8.486691309999996, 126.99085087000002 -8.486684739999998, 126.99085761 -8.48668638, 126.99087226000002 -8.486683550000006, 126.99088493 -8.48668676, 126.99090364000001 -8.486681039999995, 126.99091437 -8.486683250000002, 126.99092768000001 -8.486683689999996, 126.99093963000001 -8.486686099999998, 126.99095193999999 -8.48668474, 126.99096300000001 -8.48667767, 126.99096811 -8.486666780000004, 126.99097082 -8.486655070000001, 126.99098178 -8.486634660000002, 126.99099067000002 -8.48662862, 126.99099954000002 -8.486627819999997, 126.99100866 -8.486630050000002, 126.99102537 -8.486628210000003, 126.99103324000001 -8.486630940000001, 126.99104106 -8.486630430000009, 126.99106215 -8.486632859999997, 126.99107841000001 -8.486631290000002, 126.99108793 -8.48663565999999, 126.99109366000002 -8.486633509999992, 126.99110517 -8.486624209999999, 126.99112975000001 -8.486618630000002, 126.99116659 -8.486621229999997, 126.99117535999999 -8.486618220000002, 126.99119332000001 -8.486617330000003, 126.99123238 -8.486620269999998, 126.99124777 -8.486612439999995, 126.99125577 -8.486611649999995, 126.99127489 -8.486613600000005, 126.99129835999999 -8.486615020000004, 126.99133790000002 -8.486605779999993, 126.99135384 -8.486603000000008, 126.99137578 -8.486608759999994, 126.99139252 -8.486596609999996, 126.99140771 -8.486592960000003, 126.99141792000002 -8.486596369999997, 126.99142634 -8.486604049999993, 126.99143099999999 -8.486600890000004, 126.99144441000001 -8.486600979999995, 126.99144894 -8.486613389999999, 126.99144989 -8.486629239999994, 126.99145569000001 -8.486638059999999, 126.99146309 -8.486636280000003, 126.99147199 -8.486638570000007, 126.99150561000002 -8.486637929999999, 126.99151385 -8.486634050000001, 126.99153764 -8.486630969999995, 126.99154417 -8.486636110000001, 126.99156564 -8.486642540000002, 126.99157833 -8.486642410000007, 126.991601 -8.48664982, 126.99163656 -8.486650999999993, 126.99164587 -8.486646649999999, 126.99167129 -8.486646300000006, 126.99170648000002 -8.486636279999999, 126.99171443 -8.486630669999998, 126.99173516999998 -8.48662183999999, 126.99176074000002 -8.486616580000005, 126.99179122000001 -8.486612190000006, 126.99181631 -8.48660938000001, 126.99187519 -8.486591939999999, 126.99188214 -8.4865835, 126.99189238 -8.48658016, 126.9919116 -8.486558370000001, 126.99193158999998 -8.486557410000005, 126.99193652 -8.486563109999995, 126.99194970999999 -8.486569859999996, 126.99196308 -8.486571029999993, 126.99199784000001 -8.486573119999992, 126.99201967 -8.486574480000007, 126.9920464 -8.486572879999999, 126.9920574 -8.48657663, 126.99208348 -8.486563689999993, 126.99210115 -8.486566030000004, 126.99210835 -8.486561209999998, 126.99211659000001 -8.486560099999997, 126.99213414 -8.486563880000002, 126.99215086 -8.486562289999993, 126.99217141000001 -8.486563469999995, 126.99222626 -8.486568510000001, 126.99225389 -8.486564170000008, 126.99231594 -8.486564839999996)))",1676
"MULTIPOLYGON (((126.95126976817845 -8.516138956506275, 126.95142265409231 -8.516559067420813, 126.9516674056649 -8.516515962139058, 126.95189137011768 -8.516222182935605, 126.95189237594603 -8.516048435309587, 126.95183537900448 -8.515820971695199, 126.95195809006692 -8.515398870489832, 126.95215724408627 -8.515097132500687, 126.95237651467323 -8.51488458944464, 126.95236813277006 -8.514530792863363, 126.95196446031333 -8.51448403996359, 126.95156380534172 -8.514449887132475, 126.95120170712471 -8.51441142374622, 126.95037625730039 -8.514455855588604, 126.94998867809771 -8.514515540144911, 126.94963295012711 -8.514599761669638, 126.9504114612937 -8.51561572379882, 126.95119768381119 -8.515760624182976, 126.95126976817845 -8.516138956506275)))",1677
"MULTIPOLYGON (((126.88474930822849 -8.579646387277371, 126.88475634902714 -8.579260492913681, 126.88430540263654 -8.57923430247446, 126.88418101519348 -8.57934271098968, 126.88399527221918 -8.579277400664635, 126.88389904797077 -8.579437526974582, 126.88404086977243 -8.579571794325268, 126.88391447067261 -8.579863535565618, 126.88401270657779 -8.579934813220964, 126.88402440851205 -8.58001790970896, 126.88408797228178 -8.580036070786008, 126.88413155886671 -8.580041519109132, 126.8842187320366 -8.580010645278135, 126.88429682466797 -8.579954345939242, 126.88443484885363 -8.579816321753592, 126.88455417752265 -8.579653680809683, 126.88474930822849 -8.579646387277371)))",1678
"MULTIPOLYGON (((126.69207508 -8.67498729, 126.69209223000001 -8.6749921, 126.69209445000001 -8.674996789999998, 126.69209399 -8.67501598, 126.69210166 -8.675044559999998, 126.69210713999999 -8.675066089999998, 126.69211931000001 -8.6750826, 126.69213917 -8.675090070000003, 126.69215793000001 -8.675094640000008, 126.69216905 -8.675094209999989, 126.69219026 -8.67509572, 126.69221146000001 -8.675100279999995, 126.69222267000002 -8.675099869999991, 126.69223301 -8.675095789999997, 126.69225156000002 -8.675083859999996, 126.69228028000002 -8.67507169, 126.69228839999998 -8.675065819999999, 126.69230776 -8.675047550000006, 126.69232958 -8.675042240000003, 126.69234770000001 -8.675032090000007, 126.69236469 -8.675026019999999, 126.69237825000002 -8.675019100000005, 126.69240685000001 -8.67500756, 126.69242816 -8.675000399999998, 126.69244281 -8.674991940000002, 126.69245175000002 -8.674992859999993, 126.69246455 -8.674982140000001, 126.69246876 -8.674971649999994, 126.69246735000002 -8.674964259999994, 126.69247455000001 -8.674954059999997, 126.69247528999999 -8.674942920000001, 126.69247826 -8.674933529999999, 126.69248859 -8.674910100000002, 126.69248837 -8.674897199999998, 126.69251202000001 -8.674857549999999, 126.69253351 -8.674827489999995, 126.69254431 -8.674809500000004, 126.69256168999999 -8.67477130000001, 126.69256359 -8.674760119999997, 126.69257848999999 -8.674709959999998, 126.69257551 -8.674700509999994, 126.69257359 -8.674680510000002, 126.69257598 -8.674654929999997, 126.69257115000002 -8.674646810000004, 126.69255864000002 -8.67463633, 126.69255888 -8.67462573, 126.69255037999999 -8.674604849999993, 126.69253848 -8.674575090000005, 126.69252303999998 -8.674546419999997, 126.69251895 -8.674526199999994, 126.69251282000002 -8.67450767000001, 126.69250575 -8.674471529999991, 126.69250464 -8.674452409999992, 126.69249535999998 -8.674424329999997, 126.69249254 -8.674388969999997, 126.69248405 -8.674371279999999, 126.69245942000002 -8.674356260000003, 126.69245349 -8.674348709999993, 126.69245034 -8.674338430000004, 126.69244831 -8.674316009999993, 126.69244186999998 -8.674307699999995, 126.69243031 -8.674300869999994, 126.69240559000002 -8.674266419999993, 126.69239677000002 -8.674261380000006, 126.69237337000001 -8.67425628, 126.69236123 -8.674257500000001, 126.69233006 -8.67426396, 126.69229817 -8.674273260000005, 126.69228628000002 -8.674278420000007, 126.69226894 -8.67429089999999, 126.69226537000002 -8.674299469999992, 126.69226021 -8.674321839999994, 126.69225427999999 -8.674332980000004, 126.69224505 -8.674357040000006, 126.69222566 -8.674395989999997, 126.69221801999998 -8.674402980000004, 126.69220790000001 -8.67440788, 126.69218535000002 -8.674410950000004, 126.69216068 -8.67442381999999, 126.69212985000001 -8.674432419999997, 126.69211359 -8.674443629999999, 126.69209252000002 -8.674452209999991, 126.69207091 -8.674459569999993, 126.69206256 -8.67446793999999, 126.69205210999999 -8.674486119999994, 126.69202534 -8.674516830000004, 126.69201974000002 -8.674540210000005, 126.69201363 -8.674560799999997, 126.6920133 -8.674583700000003, 126.69200935 -8.67460580999999, 126.69200481 -8.674652540000004, 126.69201359 -8.674685729999995, 126.69201566 -8.67470684000001, 126.6920241 -8.674733700000008, 126.69203429000001 -8.674748700000002, 126.69204371 -8.674764519999998, 126.69204761999998 -8.674783759999992, 126.69204623000002 -8.674793550000008, 126.69204006 -8.674801400000003, 126.69203584 -8.674811360000001, 126.6920259 -8.674845339999997, 126.69202246 -8.674863899999995, 126.69203120999998 -8.674876630000002, 126.69204731999999 -8.674900300000001, 126.69204807999999 -8.674917379999995, 126.69205738 -8.674948990000004, 126.69207508 -8.67498729)))",1679
"MULTIPOLYGON (((127.03846815161528 -8.43199620455319, 127.03851954697137 -8.431963075448014, 127.03850260369876 -8.43189684265512, 127.03849644250873 -8.431836771052263, 127.03852878875644 -8.43181366658963, 127.03853649024398 -8.431725869631599, 127.03852262756638 -8.431645774161117, 127.03842096793078 -8.431605726425877, 127.03833471127025 -8.43157954136823, 127.03825153520478 -8.431551816013064, 127.03822689044462 -8.431605726425888, 127.03821148746952 -8.431653475648668, 127.03820224568446 -8.431699684573944, 127.03820378598199 -8.431761296474317, 127.03824537401472 -8.431775159151893, 127.03827309936989 -8.431789021829477, 127.03823613222966 -8.431822908374675, 127.03821128285901 -8.431862254588285, 127.03821456806455 -8.4318922217626, 127.03823492108813 -8.431931593393653, 127.03823305163465 -8.432026227645897, 127.03822689044462 -8.432070896273661, 127.03823964873396 -8.432120699226452, 127.03829158293999 -8.432110944008896, 127.03835438936947 -8.432065412035069, 127.03841172614574 -8.432041630620983, 127.03846815161528 -8.43199620455319)))",1680
"MULTIPOLYGON (((126.96696719347248 -8.521243923051973, 126.96689258149215 -8.521254895402024, 126.96682892739773 -8.521263150789208, 126.9667653022316 -8.521208811531814, 126.96671263495135 -8.521285617982167, 126.96667752343119 -8.521338285262384, 126.9666676595807 -8.521395780763827, 126.966629245091 -8.521426064062785, 126.96658316122078 -8.521469953462974, 126.96648002113032 -8.521531398623251, 126.96655463311066 -8.521610399543604, 126.96661607827093 -8.521695983873993, 126.96665777320112 -8.521785957144388, 126.96670385707132 -8.52186934700477, 126.9667411630615 -8.521893486174873, 126.9668091916318 -8.521882513824812, 126.9669013593722 -8.521818874194533, 126.96693208195234 -8.52177498479434, 126.96693185716866 -8.521725034476976, 126.96700011052266 -8.521643316593744, 126.96702644416277 -8.52157528802345, 126.96703522204278 -8.521472147932995, 126.96705058333286 -8.52137559125257, 126.96704619439285 -8.521327312912351, 126.96707911144298 -8.52128561798216, 126.96707252803296 -8.521241728581971, 126.96701986075273 -8.521215394941855, 126.96696719347248 -8.521243923051973)))",1681
