boundary,external_id
"MULTIPOLYGON (((125.16975734099225 -9.19150410331775, 125.16984175415567 -9.191503933798423, 125.16991592924711 -9.191449760196814, 125.16995127089301 -9.19139397631083, 125.16999690146667 -9.191417520456165, 125.17005624496005 -9.191544021537782, 125.17010877437343 -9.191640147442119, 125.17015794760258 -9.191746409706834, 125.17025768397012 -9.191810363678234, 125.17030331454379 -9.191833907823556, 125.17037937115052 -9.191875961837878, 125.17044685082547 -9.191850502273407, 125.17058031855453 -9.19189750580439, 125.17071880360797 -9.191920863478453, 125.17072080378676 -9.192076180308801, 125.17060625277311 -9.192201342336958, 125.17052885711288 -9.1923331828297, 125.1702185794428 -9.192514450830567, 125.17002805658204 -9.192639765426135, 125.16991167490886 -9.192694023787395, 125.16983907619792 -9.192692481310743, 125.16978958088208 -9.19242583403551, 125.16976551122683 -9.192209783802525, 125.16970623554116 -9.192117047986281, 125.16972301646227 -9.192066366184347, 125.1697464080402 -9.191944763763592, 125.16976979961812 -9.191823161342837, 125.16979820852045 -9.191677913065162, 125.16976252783593 -9.191564870624267, 125.16974722158373 -9.191509188449878, 125.16975734099225 -9.19150410331775)))",132
"MULTIPOLYGON (((125.17708538666666 -9.187873016666666, 125.17741956333333 -9.18764725, 125.17752469 -9.187620746666667, 125.17775530666667 -9.18761025, 125.17768337666666 -9.187294086666666, 125.17760603333333 -9.187206816666668, 125.17770089666668 -9.187019593333334, 125.1778383 -9.186914523333334, 125.17796469333332 -9.1867734, 125.17755571999999 -9.186636283333334, 125.17748105666665 -9.186586140000001, 125.17729806333334 -9.186674816666667, 125.17730217333333 -9.18679469, 125.17693539 -9.187084103333333, 125.17677393000001 -9.187124846666665, 125.17675958 -9.18720823, 125.17679670666666 -9.18733503, 125.17692557 -9.187623683333333, 125.17708538666666 -9.187873016666666)))",87
"MULTIPOLYGON (((125.16557145666667 -9.186387016666666, 125.16570557666667 -9.18642845, 125.16581222 -9.186583856666667, 125.16590390666666 -9.186655253333333, 125.16596642333333 -9.186751136666667, 125.16596673 -9.186872383333332, 125.16589744999999 -9.18698816, 125.16585717666668 -9.187170043333333, 125.16572523666667 -9.187305173333334, 125.16559175666667 -9.18738992, 125.16538689 -9.18734278, 125.16527939333334 -9.187299403333332, 125.16523002000001 -9.187294253333334, 125.16510010333333 -9.18730532, 125.16501897 -9.187242083333333, 125.16513578666667 -9.187087683333333, 125.16516566 -9.187002826666665, 125.16516727 -9.186976466666666, 125.16534195000001 -9.186844466666665, 125.16538237333333 -9.18660065, 125.165429 -9.186427953333334, 125.16557145666667 -9.186387016666666)))",133
"MULTIPOLYGON (((125.14346563999999 -9.184226213333332, 125.14367435333334 -9.184236886666666, 125.14367876666667 -9.18424075, 125.14378738 -9.184245516666666, 125.14388396333334 -9.184256123333332, 125.14396251666666 -9.18432115, 125.14401625 -9.18435833, 125.14409074999999 -9.18441697, 125.14412096000001 -9.184449013333333, 125.14416335666668 -9.18451359, 125.14407740999998 -9.184570763333333, 125.14399612666666 -9.184614953333334, 125.14395790333333 -9.184634896666667, 125.14395423333333 -9.184783379999999, 125.14386735 -9.18483078, 125.14377016333333 -9.184899683333333, 125.14368955666667 -9.184922596666667, 125.14366542333335 -9.184830533333333, 125.14360305333332 -9.184785620000001, 125.14358035666665 -9.184677196666668, 125.14355630666667 -9.184587706666667, 125.14351547000001 -9.18446162, 125.14350377666666 -9.184421753333334, 125.14347486333334 -9.184290766666665, 125.14346563999999 -9.184226213333332)))",134
"MULTIPOLYGON (((125.1409471797844 -9.189140469628102, 125.14045841569218 -9.189584530569128, 125.14036250666668 -9.189940416666667, 125.14051868666667 -9.190068333333334, 125.14087397333333 -9.19024279, 125.14102367666665 -9.190397583333333, 125.14106687030734 -9.190384710314559, 125.14119917142382 -9.190266758089454, 125.14134235791285 -9.189963703285734, 125.14135438529922 -9.189818060109491, 125.14123506529887 -9.189508076284945, 125.1409471797844 -9.189140469628102)))",88
"MULTIPOLYGON (((125.14557710999999 -9.187966333333334, 125.14543077 -9.18743814, 125.14580857 -9.187371933333333, 125.14608915000001 -9.187541959999999, 125.14639462333332 -9.187621443333333, 125.14644198333333 -9.187886090000001, 125.14650313 -9.18803368, 125.14648032666666 -9.188234813333334, 125.14641136 -9.188208336666667, 125.14624300666667 -9.188281403333333, 125.14607297333333 -9.18814614, 125.14597934666666 -9.188177593333334, 125.14578329333334 -9.188396006666666, 125.14564730666666 -9.18840882, 125.14557126 -9.188375726666665, 125.14549233666666 -9.188324353333334, 125.14549684333333 -9.18817522, 125.14557710999999 -9.187966333333334)))",89
"MULTIPOLYGON (((125.21384672335464 -9.370580737703754, 125.21415556666666 -9.37048181, 125.21425419333333 -9.370627216666668, 125.21425665 -9.370656423333333, 125.21419596137268 -9.370920729407313, 125.21414600501467 -9.370994729604327, 125.21404579705376 -9.371045171448955, 125.21397321333332 -9.371039443333332, 125.21383906666665 -9.371002543333333, 125.2136868 -9.37087963, 125.21363729333335 -9.370681733333333, 125.21384672335464 -9.370580737703754)))",29
"MULTIPOLYGON (((125.20686352943716 -9.36168849468036, 125.20718875973118 -9.361305432413355, 125.20760521384165 -9.361682329743193, 125.20756887533744 -9.361974705573243, 125.20745818264966 -9.362111308685543, 125.20733715571389 -9.362153137923979, 125.20686352943716 -9.36168849468036)))",31
"MULTIPOLYGON (((125.21668758670266 -9.37722111026271, 125.21660281001418 -9.376909538367368, 125.21655753590456 -9.376578560899242, 125.21645505264767 -9.376353053727444, 125.21559891135482 -9.37698356863145, 125.21463433590043 -9.375713436836602, 125.21376414262836 -9.376272714383802, 125.21435358835323 -9.376974027880962, 125.21469304089425 -9.377365686272293, 125.2153876892449 -9.377919989932288, 125.21574755588546 -9.378681873459726, 125.21650231435031 -9.378247426689828, 125.21681276747036 -9.37800625002462, 125.21678215767044 -9.377547582774792, 125.21668758670266 -9.37722111026271)))",35
"MULTIPOLYGON (((125.20170548120603 -9.400391616670245, 125.20243505 -9.401302496666666, 125.20180794 -9.40196272, 125.20088835 -9.401222756666668, 125.20076841666666 -9.400705763333333, 125.20170548120603 -9.400391616670245)))",36
"MULTIPOLYGON (((125.11815864061379 -9.347400159557123, 125.11858284406921 -9.347333780699797, 125.11867774523698 -9.347687800519914, 125.11853056772546 -9.347806340191358, 125.11842718029082 -9.34781115655884, 125.11841112260173 -9.347717517388803, 125.11834236458412 -9.347634734253521, 125.11826548623753 -9.34758626268774, 125.1181314283914 -9.34761161591528, 125.11809444855545 -9.347549754926884, 125.11817469830287 -9.347493798727164, 125.11815864061379 -9.347400159557123)))",40
"MULTIPOLYGON (((125.13098909094408 -9.347494525762487, 125.13088873010703 -9.3462802764415, 125.13071956016941 -9.345915748216841, 125.13022356435181 -9.345592746209977, 125.12966946792997 -9.345897520222591, 125.12920367197565 -9.346246220969169, 125.12919189247918 -9.347130055519692, 125.12960099970336 -9.347863906858978, 125.13002848754641 -9.347864736734055, 125.13066362368828 -9.347852969522272, 125.13098909094408 -9.347494525762487)))",41
"MULTIPOLYGON (((125.14874803729248 -9.380697673046251, 125.14904076711794 -9.380980645210862, 125.14946034653443 -9.381673439131111, 125.14932373928255 -9.3817515004179, 125.14908955542218 -9.381780773400445, 125.14881634091842 -9.381936895974022, 125.14854312641465 -9.381946653634872, 125.14811378933732 -9.38105870649765, 125.14874803729248 -9.380697673046251)))",44
"MULTIPOLYGON (((125.10252267915547 -9.339138627070623, 125.1027440500874 -9.339170700908447, 125.10299200674811 -9.339275108482521, 125.1031564366767 -9.339117204460903, 125.10333300927334 -9.33880816081631, 125.10321887321805 -9.33830811323947, 125.10308850459735 -9.33791604168394, 125.10298433784156 -9.337754780317228, 125.10271775295423 -9.33758547744336, 125.10248829749574 -9.337532324096491, 125.10223062837514 -9.337552262695375, 125.10204453385523 -9.33767592810298, 125.10193691511468 -9.337860755731832, 125.1019043229595 -9.338219269438705, 125.10202510614468 -9.338431483157054, 125.10206185170951 -9.338592147836188, 125.1021867883043 -9.338826690641733, 125.10239320528706 -9.339072097499002, 125.10252267915547 -9.339138627070623)))",46
"MULTIPOLYGON (((125.03119717 -9.269308409999999, 125.03115930333333 -9.269188179999999, 125.03117914333335 -9.269039103333332, 125.03106364666667 -9.268955126666667, 125.03100784333333 -9.268712113333333, 125.03101167333334 -9.268517626666666, 125.03095313 -9.26856318, 125.03082582 -9.268608, 125.03047349333333 -9.268570933333335, 125.0304915676055 -9.268867214131538, 125.03053795989415 -9.26899633203785, 125.03092676982963 -9.269315378615385, 125.0309987045106 -9.269347339039255, 125.03117556186498 -9.26936578902368, 125.03119717 -9.269308409999999)))",90
"MULTIPOLYGON (((125.0307995527121 -9.269248115853818, 125.03079971829455 -9.269248254429403, 125.03092208424339 -9.269350662215198, 125.03097841998071 -9.269367778550123, 125.03105283497521 -9.269388609355572, 125.03120400947776 -9.269389188511656, 125.03094850411502 -9.269656762474787, 125.03073117552256 -9.269587144580083, 125.03044766707251 -9.269355184082238, 125.03030934267595 -9.269212097422315, 125.03023330667017 -9.269134501732033, 125.03027898996423 -9.26911035484803, 125.03036513560446 -9.269054229658183, 125.0304340633276 -9.269002140081513, 125.03049601384427 -9.268950824334638, 125.03050079170117 -9.26900498254089, 125.0307027995527 -9.269167143353572, 125.0307995527121 -9.269248115853818)))",91
"MULTIPOLYGON (((125.14148376408086 -9.18855464817442, 125.14138219522499 -9.188759744960613, 125.141035193869 -9.188723051193223, 125.14082897571745 -9.188751255759684, 125.14066620412616 -9.188439397220963, 125.14030351261387 -9.188165342695497, 125.14050481 -9.187909396666667, 125.14051444333332 -9.187809266666667, 125.1409753 -9.187900599999999, 125.14118030333334 -9.18785516, 125.14140968 -9.187870576666667, 125.14147417333334 -9.187972606666667, 125.14156292666667 -9.18803333, 125.14159716200297 -9.188128482834971, 125.14148038187518 -9.188447448554532, 125.14148376408086 -9.18855464817442)))",92
"MULTIPOLYGON (((125.14225098941475 -9.18844212151251, 125.14254553 -9.188505213333334, 125.14277131018422 -9.188408360090824, 125.14278636666667 -9.188243306666665, 125.14290798333333 -9.18805639, 125.142919240713 -9.18795475612458, 125.14264209999999 -9.187734583333333, 125.14254963666667 -9.18742346, 125.14229693333334 -9.187454579999999, 125.14222459 -9.187411276666667, 125.1421008 -9.187418453333335, 125.14209703666666 -9.187866640000001, 125.14222253653102 -9.187992692855206, 125.14209690000001 -9.188328283333334, 125.14225098941475 -9.18844212151251)))",93
"MULTIPOLYGON (((125.14224894770283 -9.187263253325943, 125.14225503666667 -9.187258736666667, 125.14231449 -9.187223563333333, 125.14239737666666 -9.187163043333333, 125.14242712333333 -9.18714353, 125.1424598 -9.18709519, 125.1424753146418 -9.187044798113197, 125.14245121333333 -9.18702149, 125.14238040666667 -9.18701181, 125.14230729 -9.18696099, 125.14225089999998 -9.186880003333334, 125.14217978333333 -9.186842903333334, 125.14208636000001 -9.186864376666668, 125.14200773 -9.186849393333333, 125.14195148333334 -9.186875306666666, 125.14188155666666 -9.186905163333334, 125.14172373000001 -9.1869554, 125.14167746999999 -9.187006686666665, 125.14152367999999 -9.18700296, 125.14148428333334 -9.187109023333333, 125.14145617333334 -9.18720304, 125.14142145 -9.187266683333334, 125.14135904666666 -9.187315636666666, 125.14147474666667 -9.187376996666666, 125.14153603 -9.187372423333334, 125.14165497333333 -9.18733013, 125.14172327666667 -9.187321766666667, 125.14181068666669 -9.18731914, 125.14187760666668 -9.187316273333334, 125.14196377 -9.18736125, 125.14209087333332 -9.18740181, 125.14211116101706 -9.187401221447086, 125.14214577634075 -9.187314169459583, 125.14223092218187 -9.187272636288272, 125.14224894770283 -9.187263253325943)))",94
"MULTIPOLYGON (((125.14192361333335 -9.184793013333334, 125.14201250666667 -9.184821583333333, 125.14212698 -9.184947286666668, 125.14215024666667 -9.184937073333332, 125.14231277666666 -9.18531684, 125.14214284 -9.18548446, 125.14207222 -9.185626256666668, 125.14198268000001 -9.185721036666667, 125.14148967666667 -9.185475646666667, 125.14148132999999 -9.18530269, 125.14169746 -9.18513598, 125.14192361333335 -9.184793013333334)))",135
"MULTIPOLYGON (((125.0079902551181 -9.282455113922515, 125.00816360339954 -9.282434159734649, 125.00831725333335 -9.282381846666667, 125.00850172779464 -9.282091273024127, 125.00887318839771 -9.28230652968129, 125.00908463520254 -9.282363677466376, 125.00937989875882 -9.282340818352342, 125.00925641333333 -9.282725826666669, 125.00916143 -9.283149126666666, 125.00901367 -9.283250316666667, 125.00857996 -9.283391793333335, 125.00812303999999 -9.283327009999999, 125.00802268333332 -9.282921063333333, 125.00795977629939 -9.282794190780704, 125.0079902551181 -9.282455113922515)))",95
"MULTIPOLYGON (((125.01202659887952 -9.283835906456192, 125.01200335 -9.28386226, 125.01189861 -9.28381718, 125.011755 -9.28380939, 125.01168818 -9.28379903, 125.0116539 -9.28375467, 125.01165359 -9.2836827, 125.01156639 -9.28362798, 125.01153298 -9.28349578, 125.01144839 -9.28346713, 125.01145301 -9.28333874, 125.01148881 -9.28321358, 125.01153797 -9.28313133, 125.01170265 -9.2832105, 125.01193577 -9.28320205, 125.01200777691079 -9.283202718733943, 125.01212894 -9.28321859, 125.01219798 -9.28327617, 125.01223142358788 -9.283332464646714, 125.01218255757358 -9.283463431783069, 125.01215084398571 -9.283609707136346, 125.01205731482078 -9.283718685394762, 125.01205614209387 -9.283788205234085, 125.01202659887952 -9.283835906456192)))",96
"MULTIPOLYGON (((125.00718954850545 -9.282205705138605, 125.00739874 -9.28215107, 125.00745545 -9.28222322, 125.00739071 -9.28229342, 125.00744713 -9.28238857, 125.00750168 -9.28256115, 125.00749269 -9.2826912, 125.00755419 -9.28275297, 125.00722835 -9.28299952, 125.00715471 -9.28298029, 125.00715333247055 -9.28293083713729, 125.00693754449145 -9.28272391045685, 125.00696050983593 -9.28265730807999, 125.0070743762784 -9.282515001450427, 125.00700982457467 -9.282286678722949, 125.00718954850545 -9.282205705138605)))",97
"MULTIPOLYGON (((125.0079354383941 -9.28464825222005, 125.00794590239447 -9.284543614622326, 125.00798141098628 -9.284411341531841, 125.00801267498512 -9.284249032801753, 125.00809453533499 -9.284015357191114, 125.00811191806811 -9.283867382161812, 125.00837901711478 -9.284214936179582, 125.00838819041967 -9.284259003896606, 125.00839212245631 -9.284386881582476, 125.0083746697838 -9.284471828105394, 125.00832998788714 -9.284560033478842, 125.00829122044483 -9.284665077345185, 125.00826436278348 -9.284750174679797, 125.00824129727997 -9.28483709268749, 125.00812343876257 -9.28476184184388, 125.00804729398173 -9.284706618404314, 125.0079354383941 -9.28464825222005)))",98
"MULTIPOLYGON (((125.0079114104791 -9.284624790437777, 125.00795864225002 -9.284408783805443, 125.0079876110695 -9.284251974325995, 125.0080688497155 -9.284006998874162, 125.00809152096554 -9.283855227450275, 125.00811303691714 -9.283723402231908, 125.00813536630031 -9.28356463603888, 125.008117457788 -9.28336484805884, 125.00806792103081 -9.283304594966614, 125.00797432246087 -9.283431110664177, 125.00786908459683 -9.283493505833912, 125.00778271162034 -9.283549274786184, 125.00768176096538 -9.283563540985975, 125.00761618637877 -9.283654389226266, 125.00752685143667 -9.283762060125982, 125.00745209417293 -9.283911233778195, 125.0074070064976 -9.284096609208934, 125.00738507091887 -9.284227229452268, 125.00749386430911 -9.2843076931959, 125.00758491530239 -9.284385911958507, 125.00771634655761 -9.2844584242412, 125.0078714294427 -9.284586205942892, 125.0079114104791 -9.284624790437777)))",99
"MULTIPOLYGON (((125.00907389 -9.27688208, 125.00907382 -9.27688193, 125.00885463 -9.27682319, 125.00879446 -9.27675379, 125.00892237 -9.27648715, 125.00910286 -9.27640075, 125.00920599 -9.27637882, 125.00927513 -9.27647116, 125.00921075 -9.27656123, 125.0091319 -9.27673909, 125.00907673 -9.27687916, 125.00907389 -9.27688208)))",100
"MULTIPOLYGON (((125.00939809620675 -9.27702435591323, 125.00953358 -9.27703295, 125.00967267 -9.27706102, 125.00988206 -9.27704555, 125.00995619 -9.277035, 125.01005411 -9.27709392, 125.01028789 -9.27716904, 125.01022098 -9.27734756, 125.0101454 -9.277499, 125.01003445 -9.277589, 125.00987628 -9.27754798, 125.00969626 -9.27748494, 125.00949573 -9.27742748, 125.0093365 -9.27738226, 125.00935678 -9.27726409, 125.00938385 -9.27710642, 125.00939809620675 -9.27702435591323)))",101
"MULTIPOLYGON (((125.11861711666667 -9.187357723333333, 125.11867225333333 -9.187343256666667, 125.11870999 -9.187227193333333, 125.11873970666666 -9.18714827, 125.11878019000001 -9.187090903333333, 125.11882232666666 -9.186988336666666, 125.11884890333334 -9.186943896666667, 125.11886490333332 -9.186841903333333, 125.11887493333334 -9.1867973, 125.11887235 -9.18676189, 125.11885611000001 -9.186727346666666, 125.11876147999999 -9.186700583333334, 125.11863002000001 -9.186687146666666, 125.11853736333335 -9.186687013333334, 125.11841110333334 -9.186684396666665, 125.11841027777778 -9.186686878888889, 125.11834141333334 -9.186681726666666, 125.11827039333333 -9.186682013333334, 125.11811660000001 -9.186686233333335, 125.11802781666667 -9.18669078, 125.11787286666667 -9.186726356666666, 125.11780453666667 -9.186742606666668, 125.11771450333333 -9.18681016, 125.1176787 -9.186857253333333, 125.11765060333335 -9.18688861, 125.11763710000001 -9.187005426666666, 125.11763004333334 -9.187070066666665, 125.11764596333335 -9.187201013333334, 125.11769345666666 -9.187289143333333, 125.11776402333334 -9.187390006666666, 125.11778470999998 -9.187490046666667, 125.11779458333335 -9.1875606, 125.11781761333333 -9.187715643333334, 125.11798281333334 -9.18775342, 125.11819588333333 -9.187827673333333, 125.11833708 -9.18776502, 125.11839411666666 -9.187626550000001, 125.11848770666666 -9.1875202, 125.11855068666667 -9.187422373333334, 125.11859337 -9.187366676666665, 125.11861711666667 -9.187357723333333)))",102
