id,rainfall_mm,temperature_celsius,elevation_m,ph,soil_texture,area_ha,slope,latitude,longitude,coastal,riparian,is_predicted
2661,1560,24,689,6.7,clay,1.47,2.901722937451236,-8.550490443,126.36397781211548,False,False,False
2662,1872,23,714,5.9,sandy loam,13.78,12.622297456941112,-8.669260917,126.31264121949232,False,False,False
2663,1579,23,753,6.7,clay,1.99,2.422114131257155,-8.56629938,126.34195174463156,False,False,False
2664,1579,23,686,7.9,loam,1.09,8.907304673727879,-8.561078887,126.32796577820604,False,False,False
2665,1579,23,744,6.7,clay,0.29,10.082993212274005,-8.574733759,126.3419703111508,False,False,False
2666,1579,23,728,7.9,clay,0.82,8.897215453847773,-8.581008141,126.33916847642509,False,False,False
2667,1579,23,747,6.7,clay,0.8,6.830826695461896,-8.573102646,126.3419953410205,False,False,False
2668,1872,22,602,7.0,clay,2.11,10.759114650290522,-8.660743064,126.30502055369864,False,False,False
2669,1854,22,664,6.2,clay,0.28,8.156524776899555,-8.66519148,126.4054635181327,False,False,False
2670,1433,24,644,6.7,clay,5.02,2.812372255175382,-8.52153859,126.3650670315762,False,False,False
2671,1560,24,668,6.7,clay,1.27,2.425249144150028,-8.561678129,126.37749883737229,False,False,False
2672,1415,24,496,6.7,clay,0.49,11.736583941446147,-8.493702824,126.3513827765245,False,False,False
2673,1433,24,631,6.7,clay,1.37,2.853934519280695,-8.510604665,126.35562133077462,False,False,False
2693,1209,26,420,6.7,clay,2.75,8.078711588328654,-8.479678662,126.3338606116451,False,False,False
2679,1433,24,644,6.7,clay,1.34,6.973838642907894,-8.509283629,126.3546773631176,False,False,False
2681,1479,23,625,7.9,clay,0.63,4.366196600509937,-8.516809286,126.34263344394152,False,False,False
2683,1415,24,527,6.7,clay,0.41,6.900529041880607,-8.494982407,126.35384334585362,False,False,False
2684,1433,25,571,6.7,clay,0.44,5.215034988931322,-8.503149114,126.38528846120118,False,False,False
2685,1415,24,542,6.7,clay,0.87,8.648993183566985,-8.495488768,126.364611,False,False,False
2686,1415,25,562,6.7,clay,1.01,4.6545305712126686,-8.502195872,126.38530070961735,False,False,False
2688,1415,24,562,6.7,clay,0.27,5.376924556873247,-8.497193954,126.36358806757306,False,False,False
2691,1433,24,640,6.7,clay,2.53,2.058330858371234,-8.526402182,126.36927044496002,False,False,False
2904,1309,25,296,6.7,clay,0.9,4.982171621235172,-8.480343447,126.33226682783912,False,False,False
2692,1479,24,681,6.7,clay,0.48,8.527875456962478,-8.531282312,126.33346751219692,False,False,False
2694,1579,23,692,7.9,clay,0.71,11.688692967331733,-8.558855231,126.32978324109575,False,False,False
2696,1309,25,441,7.9,clay,0.78,6.038478747174827,-8.49049221,126.3472903134529,False,False,False
2698,1479,23,652,7.9,clay,2.71,4.363057569715166,-8.52639479,126.3353527827551,False,True,False
2699,1209,26,421,6.7,clay,1.99,2.873904217640135,-8.441926476,126.38503938383823,False,False,False
2700,1415,25,541,6.7,clay,2.27,2.751154174688726,-8.49988554,126.39449603965312,False,False,False
2701,1433,24,623,6.7,clay,3.05,2.7411957163802243,-8.527346171,126.3767812211646,False,False,False
2702,1415,26,428,6.7,clay,0.59,3.016560843047965,-8.450320026,126.38614447841525,False,False,False
2703,1415,26,432,6.7,clay,0.98,3.9325434569619233,-8.452773732,126.3869264672215,False,False,False
2704,1209,26,426,6.7,clay,15.97,3.943870248756336,-8.447252556,126.3852032,False,False,False
2705,1424,25,568,6.7,clay,0.53,5.514279332851808,-8.502745647,126.38481279047556,False,False,False
2706,1415,26,508,6.7,clay,0.68,2.590300215953636,-8.4760261,126.38457065770544,False,False,False
2707,1579,23,657,7.9,clay,0.57,9.898450436178456,-8.555896305,126.32155068238028,False,False,False
2708,1309,25,434,7.9,clay,0.44,6.63377466,-8.490903204,126.34645516883012,False,False,False
2709,1415,26,430,6.7,clay,2.01,3.4897090773201045,-8.453615764,126.38560068896348,False,False,False
2710,1415,26,355,6.7,clay,1.28,8.127298951639256,-8.45169766,126.37556779389976,False,False,False
2711,1209,26,431,6.7,clay,0.69,5.813076285892323,-8.443925837,126.38727939160488,False,False,False
2712,1706,23,869,6.2,clay,0.73,10.234790442079523,-8.647302271,126.40282053333196,False,False,False
2713,1725,23,831,7.0,clay,0.27,15.344165191136824,-8.646553621,126.39868042299196,False,False,False
3194,1871,23,651,7.0,clay,0.43,16.454363544075683,-8.655165456,126.4016791061198,False,False,False
2715,1725,23,830,6.2,clay,1.64,16.08034324547395,-8.64871792,126.40037261694472,False,False,False
2716,1579,23,751,6.7,clay,0.67,3.673079662863872,-8.567615231,126.3431928452448,False,False,False
2717,1725,23,827,7.0,clay,0.08,17.241892717642905,-8.64649112,126.39822961195988,False,False,False
2718,1479,23,596,7.9,clay,0.68,9.557255657643545,-8.52035493,126.33940831306025,False,False,False
2719,1433,24,650,6.7,clay,0.24,13.029321875013196,-8.506556225,126.35232065448255,False,False,False
2720,1433,24,634,6.7,clay,0.29,2.366621951083782,-8.512294996,126.35517746220064,False,False,False
2721,1725,23,798,7.0,clay,0.88,15.688486569969148,-8.647278136,126.39763969060697,False,False,False
1096,1571,25,313,7.4,clay loam,1.41,12.216760837427149,-8.768357968,126.52941779584764,False,False,False
2725,1579,23,708,7.9,clay,1.68,15.069973573236243,-8.576241527,126.33333539330864,False,False,False
2726,1491,24,435,7.4,clay loam,0.97,15.556083677261745,-8.589377051,126.26430780033836,False,False,False
2727,1579,23,594,7.4,clay loam,2.56,12.239391986091332,-8.56293149,126.3206015183904,False,False,False
2728,1579,23,655,7.9,clay,0.96,6.307289102209404,-8.56387547,126.32478906664426,False,False,False
2729,1579,23,660,7.9,clay,0.72,5.1430712584916485,-8.560501553,126.32628846440988,False,False,False
2730,1579,23,646,7.9,clay,1.01,9.776882108251488,-8.56111253,126.32371345826094,False,False,False
2731,1579,23,751,6.7,clay,1.31,3.981889839556744,-8.564147424,126.3359127762586,False,True,False
2732,1579,23,591,7.9,clay,0.89,11.491071694029246,-8.567481473,126.32146109687636,False,False,False
2733,1579,23,619,7.9,clay,2.6,8.682286868259466,-8.56555462,126.3229085919394,False,False,False
2734,1579,23,635,7.9,clay,1.94,8.476801814435436,-8.564161322,126.32307224715709,False,False,False
2735,1579,24,551,8.2,loam,2.5,9.001106683906437,-8.568650038,126.3194345868852,False,False,False
2736,1579,23,751,6.7,clay,0.43,4.329126272142736,-8.564009913,126.33508230821973,False,True,False
2737,1579,23,749,7.9,clay,9.44,9.186369827791738,-8.565253977,126.33103268431442,False,False,False
2738,1579,23,657,7.9,clay,0.67,4.815867259,-8.561716497,126.32426495896748,False,False,False
2739,1579,23,629,7.9,clay,3.39,10.01047713418588,-8.562774533,126.32258925758347,False,False,False
2740,1579,23,599,7.9,clay,1.33,12.975005448466238,-8.568584333,126.32216720453016,False,False,False
2741,1579,23,698,7.9,clay,1.17,6.753097724116717,-8.561792839,126.32898740086908,False,False,False
2742,1579,23,753,6.7,clay,1.69,4.375469771036684,-8.568024432,126.3371154678107,False,False,False
2743,1854,22,828,7.0,clay,1.65,10.291636582994396,-8.690927474,126.41097583721992,False,False,False
2744,1854,21,875,6.2,clay,2.73,9.505278801088563,-8.687696975,126.40844267763045,False,False,False
2745,1872,22,802,7.0,clay,1.08,8.134417259886316,-8.668707524,126.3230428447945,False,False,False
2746,1706,23,566,7.4,clay loam,2.45,15.453189874915086,-8.628542205,126.43574306874171,False,False,False
2747,1854,24,448,6.0,silty loam,3.45,23.848850277745147,-8.666785999,126.4297114,False,False,False
2748,1579,23,637,7.9,clay,1.2,9.501656057772037,-8.561937124,126.32314207733042,False,False,False
2749,1725,23,815,5.9,sandy loam,0.87,10.490018889949429,-8.652213636,126.40149206415084,False,False,False
2750,1706,23,830,6.2,clay,0.42,12.11161419,-8.636878338,126.40849082828042,False,False,False
2751,1725,23,744,7.4,clay loam,0.25,14.77619445751158,-8.635534079,126.37290840032097,False,False,False
2752,1209,26,409,6.7,clay,0.18,3.803384864,-8.441507289,126.3912865419936,False,False,False
2753,1415,26,490,6.7,clay,0.28,3.251033569508427,-8.462037676,126.3898947534176,False,False,False
2754,1706,23,855,6.2,clay,2.19,27.62667501982474,-8.629490082,126.42571586089156,False,False,False
2755,1706,24,522,7.4,clay loam,0.08,12.36627731962882,-8.628402541,126.43862099517764,False,False,False
2756,1415,25,509,6.7,clay,2.2,1.7668360786682011,-8.482750785,126.3771431348697,False,False,False
2757,1456,23,660,6.7,clay,1.13,2.2732488469169416,-8.520846751,126.3478840629997,False,False,False
2758,1479,23,680,6.7,clay,1.35,2.701723759900683,-8.52934705,126.34689944410503,False,False,False
2760,1871,22,836,6.7,clay,1.69,4.104750855028822,-8.656132565,126.36428200326507,False,False,False
2761,1871,22,840,6.7,clay,1.19,7.090373037532989,-8.656007134,126.36341573579988,False,False,False
2762,1415,25,506,6.7,clay,2.95,2.824248884,-8.482451642,126.37525244389995,False,False,False
2763,1415,26,516,6.7,clay,0.61,2.1966413599597456,-8.479776362,126.3845753067283,False,False,False
2764,1415,26,349,6.7,clay,0.4,4.933320572047376,-8.451779566,126.3751863813209,False,False,False
2765,1285,26,465,6.7,clay,0.54,3.095457569454385,-8.443678195,126.4173556202151,False,False,False
2766,1285,26,480,6.7,clay,1.28,4.099014231726526,-8.446194569,126.41385232896153,False,False,False
2767,1560,24,665,6.7,clay,0.82,7.128465005385902,-8.568829056,126.37616028819951,False,False,False
2768,1560,24,658,6.7,clay,1.04,6.747283305616892,-8.576976377,126.38053970937864,False,False,False
2769,1560,24,697,6.7,clay,1.74,2.3218873966598346,-8.564383644,126.36188336666832,False,False,False
2770,1560,24,699,6.7,clay,1.02,1.4923190977006306,-8.563853056,126.36076567095265,False,False,False
2771,1433,24,642,6.7,clay,1.09,1.366338708344748,-8.517107319,126.35445037851224,False,False,False
2773,1433,24,699,6.7,clay,1.93,1.7222258220290754,-8.546692151,126.35317540832382,False,False,False
2774,1433,24,700,6.7,clay,0.52,2.063422408,-8.546586755,126.35386944254984,False,False,False
2775,1560,24,699,6.7,clay,0.88,1.9256960202780304,-8.547390462,126.35444432601594,False,False,False
2776,1433,24,685,6.7,clay,1.92,2.108151320237486,-8.543653557,126.35585837296595,False,False,False
2778,1871,23,755,7.4,clay loam,0.21,8.749519003,-8.658961337,126.3497238049987,False,False,False
2779,1871,23,781,7.4,clay loam,2.11,15.806669316684264,-8.656471953,126.35486740103272,False,False,False
2780,1854,22,790,7.0,clay,0.72,9.162113842139044,-8.686793646,126.4142069806134,False,False,False
2781,1854,22,751,7.4,clay loam,1.13,8.763823908,-8.694506164,126.41783511000318,False,False,False
2782,1854,22,743,7.4,clay loam,3.05,7.174516604813926,-8.693368485,126.41668044930331,False,False,False
2783,1854,21,870,7.0,clay,1.45,7.081689024182345,-8.6808541,126.40979671582429,False,False,False
2784,1854,23,700,7.4,clay loam,3.6,14.74893381209202,-8.689010969,126.42121588592116,False,False,False
2785,1854,22,703,7.0,clay,0.16,3.488620593182505,-8.683492178,126.4183050641343,False,False,False
2786,1706,23,843,6.2,clay,2.78,23.45604396166796,-8.629775672,126.42458033864636,False,False,False
2787,1854,23,614,6.2,clay,1.7,22.8478043580592,-8.673390945,126.42041620088216,False,False,False
2788,1479,24,687,6.7,clay,1.2,1.960222161143736,-8.532740331,126.34511898035925,False,False,False
2789,1854,24,501,6.0,silty loam,3.32,13.254296190529946,-8.667444208,126.42819213533394,False,False,False
2790,1854,23,577,6.2,clay,0.43,22.19647892237149,-8.672669221,126.42068882142506,False,False,False
2791,1854,23,617,6.2,clay,0.39,28.75547083344184,-8.67183549,126.41868584141768,False,False,False
2792,1854,23,597,6.2,clay,0.84,14.519895205360372,-8.672675836,126.4194990081317,False,False,False
2793,1854,23,634,6.2,clay,1.89,15.478212186640294,-8.673191942,126.41855307155409,False,False,False
2794,1209,26,409,6.7,clay,1.31,4.107246964790246,-8.441918154,126.39173524028836,False,False,False
2795,1209,26,418,6.7,clay,4.22,7.069355101555447,-8.440501618,126.39045699991104,False,False,False
2796,1415,25,506,6.7,clay,0.99,2.4898281529230992,-8.488753159,126.3679983416092,False,False,False
2797,1433,24,621,6.7,clay,1.94,2.1440736233942927,-8.528517583,126.37900553455675,False,False,False
2798,1285,26,386,6.7,clay,2.67,3.232919364333667,-8.436156411,126.41814081938276,False,False,False
2799,1285,27,379,6.7,clay,3.14,8.675430289032578,-8.435292457,126.4203158467137,False,False,False
2800,1285,27,381,6.7,clay,2.22,5.214517840083196,-8.4363147,126.42056424943384,False,False,False
2801,1285,26,389,6.7,clay,0.56,4.995768556602571,-8.436954687,126.41867576032904,False,False,False
2802,1285,26,387,6.7,clay,0.85,3.1679875504713864,-8.436746099,126.41944619024824,False,False,False
2803,1285,26,398,6.7,clay,0.11,7.600865498712636,-8.43757334,126.4186177989562,False,False,False
2804,1579,23,734,7.9,clay,0.42,18.356412439300502,-8.575440045,126.33321355218962,False,False,False
2805,1491,24,411,7.4,clay loam,1.7,7.587055342968211,-8.592771675,126.27462815246194,False,False,False
2806,1579,23,674,7.9,clay,0.3,8.294664468503264,-8.577865403,126.33002005578712,False,False,False
2807,1579,24,599,7.4,clay loam,8.02,9.540389681440724,-8.565005309,126.32015697617982,False,False,False
2808,1579,23,574,7.4,clay loam,0.69,8.393629902441115,-8.582287369,126.32154840623362,False,False,False
2809,1491,24,404,7.4,clay loam,0.72,6.740713080624733,-8.593922052,126.2756648,False,False,False
2810,1579,23,572,7.4,clay loam,0.64,5.558241724782884,-8.584032449,126.32136561054192,False,False,False
2811,1491,25,411,7.4,clay loam,0.54,6.888094863241394,-8.593015004,126.27640529385395,False,False,False
2812,1579,23,574,7.4,clay loam,0.37,6.651370180784665,-8.581749503,126.32206077132616,False,False,False
2813,1491,24,401,7.4,clay loam,0.66,9.524242026494749,-8.59294206,126.27120203352096,False,False,False
2815,1415,25,508,6.7,clay,3.5,2.3858726117345874,-8.481863261,126.3782366605676,False,False,False
2816,1415,26,492,6.7,clay,0.26,2.710898006,-8.463916909,126.38818369599664,False,False,False
2817,1415,25,514,6.7,clay,0.86,1.937615806,-8.481565465,126.3808114154752,False,False,False
2819,1433,24,629,6.7,clay,29.76,2.5535525817434404,-8.521904906,126.37064524789876,False,False,False
2820,1433,24,644,6.7,clay,6.21,3.2599041467227297,-8.525563688,126.3666752547094,False,False,False
2821,1285,26,481,6.7,clay,0.67,3.0725296915494424,-8.446120447,126.4151559466344,False,False,False
2822,1285,26,479,6.7,clay,7.44,4.916978407932708,-8.445539403,126.41892639724148,False,False,False
2823,1285,26,467,6.7,clay,0.15,2.2819930600863567,-8.443994344,126.41796457971262,False,False,False
2824,1285,26,467,6.7,clay,0.34,1.996655973126444,-8.44426186,126.41773556039526,False,False,False
2825,1491,24,474,6.9,sandy loam,1.36,11.695044840639618,-8.584863837,126.26603631038054,False,False,False
2826,1491,24,399,7.4,clay loam,23.59,10.536350555631271,-8.582354735,126.2629988,False,False,False
2828,1579,24,522,7.4,clay loam,2.39,8.856007282,-8.570590961,126.31816851827284,False,False,False
2829,1415,25,517,6.7,clay,1.47,1.6273996358407232,-8.483327298,126.3830207875104,False,False,False
2830,1706,23,866,6.2,clay,6.23,23.25804036296794,-8.630866295,126.42313780959375,False,False,False
2831,1854,24,570,6.0,silty loam,1.03,10.523922060849014,-8.670255392,126.4242775720443,False,False,False
2832,1854,24,498,6.0,silty loam,0.43,7.375402208390072,-8.66521161,126.4243415136754,False,False,False
2833,1854,24,442,6.0,silty loam,3.4,8.056969578,-8.662752199,126.42619210066104,False,False,False
2834,1854,23,587,6.2,clay,0.6,9.420552638102755,-8.671616737,126.4237794067798,False,False,False
2835,1854,23,588,6.2,clay,0.63,18.704695735370684,-8.672277211,126.42179231944516,False,True,False
2836,1854,23,649,7.4,clay loam,2.76,18.29064557380968,-8.692050143,126.4229897649096,False,False,False
2837,1854,23,594,6.2,clay,0.37,11.59387848632241,-8.672226414,126.42232561837082,False,False,False
2838,1854,24,483,6.0,silty loam,2.78,8.647471949,-8.663986842,126.4233678532572,False,False,False
2839,1725,23,696,7.4,clay loam,1.45,13.693304306017216,-8.634499126,126.3702833566108,False,False,False
2840,1854,23,682,7.0,clay,1.7,5.764796354355344,-8.68577674,126.42012297974212,False,True,False
2842,1854,23,571,6.2,clay,0.27,18.383333846805648,-8.672393623,126.42130318475556,False,False,False
2843,1854,23,532,6.2,clay,0.56,20.74553589,-8.669344598,126.41661607394587,False,False,False
2844,1854,23,572,6.2,clay,0.35,22.806273322830656,-8.671567307,126.41926383826704,False,False,False
2845,1872,22,815,7.0,clay,2.09,11.225117748516784,-8.670754041,126.32263604842952,False,False,False
2846,1854,23,661,7.4,clay loam,3.1,15.49546999,-8.690544924,126.42298825207396,False,False,False
2847,1489,25,288,7.9,clay,1.24,11.375783108939208,-8.590679547,126.42357635031036,False,False,False
2848,1725,23,792,6.2,clay,0.6,20.50686284955022,-8.64988002,126.39789718024488,False,False,False
2849,1706,23,538,7.4,clay loam,2.54,11.620464342507644,-8.628695616,126.4370953233562,False,False,False
2850,1854,23,659,7.0,clay,1.18,8.103240750611711,-8.686202745,126.42275664826973,False,False,False
2851,1725,23,722,7.0,clay,8.22,19.614870787320832,-8.652179834,126.39641890002147,False,False,False
2852,1854,22,750,7.0,clay,2.16,13.601963761899007,-8.687430189,126.41599493061004,False,False,False
2853,1854,22,705,7.0,clay,0.22,8.479917707801755,-8.685786146,126.4181852483379,False,False,False
2854,1489,25,246,7.9,clay,6.37,11.08785391,-8.590701568,126.42753396370664,False,False,False
2855,1706,23,740,6.2,clay,2.24,14.584038267150255,-8.632019816,126.42659726728412,False,False,False
2856,1579,24,513,7.4,clay loam,0.66,9.953478748823546,-8.592059705,126.30793715835028,False,False,False
2857,1579,24,516,7.4,clay loam,0.62,8.87497451,-8.592970782,126.3076723356873,False,False,False
2858,1491,25,479,7.4,clay loam,1.78,9.666819245714628,-8.5971233,126.30310530352529,False,False,False
2860,1629,24,334,7.4,clay loam,3.1,7.987950529378454,-8.607003664,126.30868228456302,False,True,False
2861,1706,23,843,6.2,clay loam,2.03,13.272727877615331,-8.634276773,126.4213905351353,False,False,False
2862,1706,23,887,6.2,clay,0.16,21.33072003988391,-8.634227704,126.41823921573008,False,False,False
2863,1706,23,847,6.2,clay,0.28,11.583187071392915,-8.638911833,126.40701716805418,False,False,False
2864,1725,23,830,6.2,clay,0.58,15.179330070733974,-8.647485745,126.39883226775366,False,False,False
2865,1725,23,806,5.9,clay,0.7,17.60222113669883,-8.649666383,126.39882617028218,False,False,False
2866,1725,23,802,6.2,clay,0.28,7.578528081589722,-8.649026467,126.39905398619972,False,False,False
704,1479,25,491,7.9,clay,0.85,9.549701361156758,-8.838915471,126.51061304694989,True,False,False
2868,1479,25,514,7.9,clay,1.04,8.117901672057876,-8.518163174,126.3173135736629,False,False,False
2869,1479,25,512,7.9,clay,1.21,10.645117935527749,-8.517992087,126.31927783251464,False,False,False
2870,1479,25,489,7.4,clay loam,0.68,7.720040524417963,-8.517090914,126.31574049492666,False,False,False
2871,1479,25,495,7.4,clay loam,1.6,13.032424672480936,-8.517800972,126.32013754909396,False,False,False
2876,1209,26,317,6.7,clay,1.24,6.334695878360795,-8.440973635,126.3669291158143,False,False,False
2877,1725,23,728,7.0,clay,0.9,10.570735175349414,-8.649882292,126.39545116224656,False,False,False
2878,1854,23,759,5.9,sandy loam,0.84,9.162732509,-8.658349754,126.40312832393444,False,False,False
2879,1725,23,769,6.7,clay,0.74,10.134869666910792,-8.647860291,126.3957469801493,False,False,False
2880,1725,23,774,7.0,clay,1.05,10.771948616557546,-8.6478856,126.39653919708488,False,False,False
2881,1725,23,795,7.0,clay,0.58,9.273598852345414,-8.646896734,126.39707301943557,False,False,False
2882,1725,23,797,7.0,clay,0.61,13.608441112252136,-8.64796883,126.39786922870364,False,False,False
2883,1209,26,382,6.7,clay,0.2,2.958742797764976,-8.442728279,126.3700822579687,False,False,False
2885,1209,27,312,6.7,clay,0.43,2.8758265369282787,-8.438915828,126.36641255791332,False,False,False
2886,1415,24,535,6.7,clay,0.58,4.482777311227033,-8.494512939,126.3613796843976,False,False,False
2887,1415,24,538,6.7,clay,1.28,5.911260600816768,-8.494985904,126.3631665120786,False,False,False
2888,1209,27,300,6.7,clay,1.44,9.587965041771112,-8.439294539,126.36517576542012,False,False,False
2889,1209,26,263,6.7,clay,1.14,14.840659094261287,-8.442463041,126.3639585087528,False,False,False
2890,1209,26,315,6.7,clay,0.46,8.587930987755994,-8.442143021,126.36664972523803,False,False,False
2891,1725,23,700,7.4,clay loam,2.15,12.502687900298326,-8.618999077,126.37032889876008,False,False,False
2892,1706,23,843,7.0,clay,3.27,14.681028718475163,-8.630851611,126.41729877550628,False,False,False
2894,1706,23,915,6.2,clay,0.28,18.15486035597912,-8.633322493,126.41681349070132,False,False,False
1603,1357,23,357,7.3,clay,1.71,2.2612259097842373,-8.443212739,127.0748150438116,False,False,True
1758,1357,23,353,7.3,clay,13.47,2.259018018747372,-8.449368933,127.0751007664993,False,False,True
